TEXT-ID	SUBCORPUS	PRS-ID	SEX	AGE	1LANG	DIALECT	EDUCATION	PERM-RESD	CHILD-RESD	UTTS	WORDS
Gos005	Gos	Bf-pred-05667	ženski	30 do 59 let	slovenščina	-	fakulteta ali več	podravska, osrednjeslovenska	-	31	4483
Gos006	Gos	Am-pred-05665	moški	30 do 59 let	slovenščina	-	fakulteta ali več	podravska	-	7	4560
Gos007	Gos	Lm-prof-06582	moški	nad 60 let	slovenščina	-	fakulteta ali več	podravska	-	1	163
Gos007	Gos	Tm-pred-06583	moški	30 do 59 let	slovenščina	-	fakulteta ali več	osrednjeslovenska	-	4	8035
Gos007	Gos	audience	-	-		-	-	-	-	0	0
Gos008	Gos	Pm-pred-09040	moški	30 do 59 let	slovenščina	-	fakulteta ali več	podravska	-	35	3194
Gos009	Gos	Af-prof-06578	ženski	18 do 34 let	slovenščina	-	srednja šola	gorenjska, osrednjeslovenska	-	144	820
Gos009	Gos	Ef-stud-06579	ženski	18 do 34 let		-	srednja šola	tujina, osrednjeslovenska	-	98	1036
Gos009	Gos	Tf-stud-06580	ženski	18 do 34 let		-	višja ali visoka šola	tujina, osrednjeslovenska	-	74	922
Gos009	Gos	audience	-	-		-	-	-	-	0	0
Gos009	Gos	all	-	-		-	-	-	-	0	0
Gos009	Gos	Yf-stud-00000	ženski	-		-	-	-	-	23	19
Gos010	Gos	Pf-prof-09042	ženski	18 do 34 let	slovenščina	-	fakulteta ali več	gorenjska	-	266	2749
Gos010	Gos	Bm-ucen-09043	moški	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	44	154
Gos010	Gos	Cf-ucen-09044	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	21	121
Gos010	Gos	Mf-ucen-09048	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	21	72
Gos010	Gos	Dm-ucen-09045	moški	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	29	125
Gos010	Gos	Jf-ucen-09052	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	14	75
Gos010	Gos	Pn-vsiucenci-10000	-	-		-	-	-	-	8	18
Gos010	Gos	Em-ucen-09046	moški	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	27	153
Gos010	Gos	Fm-ucen-09047	moški	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	26	125
Gos010	Gos	Gf-ucen-09049	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	5	12
Gos010	Gos	Im-ucen-09051	moški	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	19	88
Gos010	Gos	Km-ucen-09053	moški	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	14	66
Gos010	Gos	audience	-	-		-	-	-	-	0	0
Gos010	Gos	Hf-ucen-09050	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	18	122
Gos010	Gos	Af-ucen-09041	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	12	100
Gos010	Gos	all	-	-		-	-	-	-	0	0
Gos011	Gos	Mf-prof-09033	ženski	30 do 59 let	slovenščina	-	fakulteta ali več	osrednjeslovenska, posavska	-	340	3164
Gos011	Gos	Pn-vsiucenci-10000	-	-		-	-	-	-	50	78
Gos011	Gos	Bm-ucen-09035	moški	10 do 18 let	slovenščina	-	OŠ ali manj	osrednjeslovenska	-	69	333
Gos011	Gos	Am-ucen-09034	moški	10 do 18 let	slovenščina	-	OŠ ali manj	osrednjeslovenska	-	113	708
Gos011	Gos	Df-ucen-09037	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	osrednjeslovenska	-	37	167
Gos011	Gos	Ff-ucen-09039	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	osrednjeslovenska	-	40	270
Gos011	Gos	Ef-ucen-09038	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	osrednjeslovenska	-	44	209
Gos011	Gos	Cm-ucen-09036	moški	10 do 18 let	slovenščina	-	OŠ ali manj	osrednjeslovenska	-	62	615
Gos011	Gos	audience	-	-		-	-	-	-	0	0
Gos012	Gos	Af-prof-02215	ženski	30 do 59 let	slovenščina	-	fakulteta ali več	osrednjeslovenska, gorenjska	-	242	2705
Gos012	Gos	Bm-ucen-02216	moški	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	20	44
Gos012	Gos	Pn-vsiucenci-10000	-	-		-	-	-	-	13	1
Gos012	Gos	Cf-ucen-02217	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	6	8
Gos012	Gos	Dm-ucen-02218	moški	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	8	41
Gos012	Gos	Em-ucen-02219	moški	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	21	36
Gos012	Gos	Ff-ucen-02220	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	7	7
Gos012	Gos	Mm-ucen-02227	moški	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	3	20
Gos012	Gos	Jf-ucen-02224	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	14	26
Gos012	Gos	Pf-ucen-02230	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	24	83
Gos012	Gos	Gm-ucen-02221	moški	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	42	159
Gos012	Gos	If-ucen-02223	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	3	0
Gos012	Gos	Nm-ucen-02228	moški	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	4	5
Gos012	Gos	Om-ucen-02229	moški	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	4	4
Gos012	Gos	Hf-ucen-02222	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	2	1
Gos012	Gos	Lm-ucen-02226	moški	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	11	45
Gos012	Gos	Kf-ucen-02225	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	4	24
Gos013	Gos	Am-prof-05653	moški	30 do 59 let	slovenščina	-	fakulteta ali več	goriška, osrednjeslovenska	-	430	4033
Gos013	Gos	Cm-ucen-05655	moški	10 do 18 let	slovenščina	-	OŠ ali manj	goriška	-	80	280
Gos013	Gos	Bm-ucen-05654	moški	10 do 18 let	slovenščina	-	OŠ ali manj	goriška	-	97	294
Gos013	Gos	Dm-ucen-05656	moški	10 do 18 let	slovenščina	-	OŠ ali manj	goriška	-	73	279
Gos013	Gos	Pn-vsiucenci-10000	-	-		-	-	-	-	61	48
Gos013	Gos	Ff-ucen-05658	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	goriška	-	66	212
Gos013	Gos	audience	-	-		-	-	-	-	0	0
Gos013	Gos	Jf-ucen-05662	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	goriška	-	57	332
Gos013	Gos	If-ucen-05661	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	goriška	-	33	149
Gos013	Gos	Gf-ucen-05659	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	goriška	-	17	46
Gos013	Gos	Hf-ucen-05660	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	goriška	-	15	49
Gos013	Gos	Em-ucen-05657	moški	10 do 18 let	slovenščina	-	OŠ ali manj	goriška	-	26	131
Gos014	Gos	Af-prof-07180	ženski	30 do 59 let	slovenščina	-	fakulteta ali več	obalno-kraška, Italija	-	457	3946
Gos014	Gos	Bm-ucen-07181	moški	10 do 18 let	slovenščina	-	OŠ ali manj	obalno-kraška	-	29	91
Gos014	Gos	Ff-ucen-07185	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	obalno-kraška	-	36	145
Gos014	Gos	Gf-ucen-07186	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	obalno-kraška	-	34	114
Gos014	Gos	Hm-ucen-07187	moški	10 do 18 let	slovenščina	-	OŠ ali manj	obalno-kraška	-	57	301
Gos014	Gos	Em-ucen-07184	moški	10 do 18 let	slovenščina	-	OŠ ali manj	obalno-kraška	-	41	158
Gos014	Gos	Dm-ucen-07183	moški	10 do 18 let	slovenščina	-	OŠ ali manj	obalno-kraška	-	54	271
Gos014	Gos	Cf-ucen-07182	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	obalno-kraška	-	50	199
Gos014	Gos	Jm-ucen-07189	moški	10 do 18 let	slovenščina	-	OŠ ali manj	obalno-kraška	-	43	189
Gos014	Gos	If-ucen-07188	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	obalno-kraška	-	41	199
Gos014	Gos	Pn-vsiucenci-10000	-	-		-	-	-	-	39	39
Gos014	Gos	Km-ucen-07190	moški	10 do 18 let	slovenščina	-	OŠ ali manj	obalno-kraška	-	23	51
Gos015	Gos	Af-prof-02245	ženski	18 do 34 let	slovenščina	-	fakulteta ali več	gorenjska	-	297	2505
Gos015	Gos	Bf-ucen-02246	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	10	19
Gos015	Gos	Nm-ucen-02258	moški	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	26	45
Gos015	Gos	Gf-ucen-02251	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	19	65
Gos015	Gos	Rm-ucen-02260	moški	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	37	61
Gos015	Gos	Sm-ucen-02261	moški	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	57	154
Gos015	Gos	Om-ucen-02259	moški	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	23	38
Gos015	Gos	Df-ucen-02248	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	17	93
Gos015	Gos	Im-ucen-02253	moški	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	39	191
Gos015	Gos	Ef-ucen-02249	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	9	18
Gos015	Gos	Ff-ucen-02250	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	17	37
Gos015	Gos	Tm-ucen-02262	moški	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	25	237
Gos015	Gos	Lm-ucen-02256	moški	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	23	122
Gos015	Gos	Km-ucen-02255	moški	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	4	8
Gos015	Gos	Cf-ucen-02247	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	19	151
Gos015	Gos	Jm-ucen-02254	moški	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	17	74
Gos015	Gos	Hm-ucen-02252	moški	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	17	92
Gos015	Gos	Pn-vsiucenci-10000	-	-		-	-	-	-	60	4
Gos015	Gos	Mm-ucen-02257	moški	10 do 18 let	slovenščina	-	OŠ ali manj	gorenjska	-	10	89
Gos015	Gos	audience	-	-		-	-	-	-	0	0
Gos016	Gos	Af-prof-05598	ženski	30 do 59 let	slovenščina	-	fakulteta ali več	obalno-kraška, osrednjeslovenska	-	360	3016
Gos016	Gos	Pn-vsiucenci-10000	-	-		-	-	-	-	28	36
Gos016	Gos	Bf-ucen-05599	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	obalno-kraška	-	33	51
Gos016	Gos	Lf-ucen-05609	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	obalno-kraška	-	9	14
Gos016	Gos	Cf-ucen-05600	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	obalno-kraška	-	86	241
Gos016	Gos	Dm-ucen-05601	moški	10 do 18 let	slovenščina	-	OŠ ali manj	obalno-kraška	-	17	47
Gos016	Gos	Em-ucen-05602	moški	10 do 18 let	slovenščina	-	OŠ ali manj	obalno-kraška	-	20	52
Gos016	Gos	Fm-ucen-05603	moški	10 do 18 let	slovenščina	-	OŠ ali manj	obalno-kraška	-	26	94
Gos016	Gos	Gm-ucen-05604	moški	10 do 18 let	slovenščina	-	OŠ ali manj	obalno-kraška	-	60	99
Gos016	Gos	Hm-ucen-05605	moški	10 do 18 let	slovenščina	-	OŠ ali manj	obalno-kraška	-	19	25
Gos016	Gos	Km-ucen-05608	moški	10 do 18 let	slovenščina	-	OŠ ali manj	obalno-kraška	-	6	19
Gos016	Gos	Jf-ucen-05607	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	obalno-kraška	-	10	11
Gos016	Gos	Om-ucen-05612	moški	10 do 18 let	slovenščina	-	OŠ ali manj	obalno-kraška	-	10	32
Gos016	Gos	If-ucen-05606	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	obalno-kraška	-	25	61
Gos016	Gos	Pf-ucen-05613	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	obalno-kraška	-	4	12
Gos016	Gos	Mf-ucen-05610	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	obalno-kraška	-	6	13
Gos016	Gos	Nf-ucen-05611	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	obalno-kraška	-	7	13
Gos017	Gos	Af-prof-07104	ženski	-	slovenščina	-	-	osrednjeslovenska	-	270	2078
Gos017	Gos	Ff-ucen-07109	ženski	10 do 18 let		-	OŠ ali manj	osrednjeslovenska	-	8	157
Gos017	Gos	Nm-ucen-07117	moški	10 do 18 let		-	OŠ ali manj	osrednjeslovenska	-	8	106
Gos017	Gos	Lm-ucen-07115	moški	10 do 18 let		-	OŠ ali manj	osrednjeslovenska	-	10	134
Gos017	Gos	Ef-ucen-07108	ženski	10 do 18 let		-	OŠ ali manj	osrednjeslovenska	-	12	126
Gos017	Gos	Pm-ucen-07119	moški	10 do 18 let		-	OŠ ali manj	osrednjeslovenska	-	9	98
Gos017	Gos	Mm-ucen-07116	moški	10 do 18 let		-	OŠ ali manj	osrednjeslovenska	-	7	59
Gos017	Gos	Qm-ucen-07120	moški	10 do 18 let		-	OŠ ali manj	osrednjeslovenska	-	6	110
Gos017	Gos	Hf-ucen-07111	ženski	10 do 18 let		-	OŠ ali manj	osrednjeslovenska	-	15	285
Gos017	Gos	Gf-ucen-07110	ženski	10 do 18 let		-	OŠ ali manj	osrednjeslovenska	-	19	223
Gos017	Gos	Rm-ucen-07121	moški	10 do 18 let		-	OŠ ali manj	osrednjeslovenska	-	12	87
Gos017	Gos	audience	-	-		-	-	-	-	0	0
Gos017	Gos	If-ucen-07112	ženski	10 do 18 let		-	OŠ ali manj	osrednjeslovenska	-	18	244
Gos017	Gos	Tm-ucen-07123	moški	10 do 18 let		-	OŠ ali manj	osrednjeslovenska	-	27	412
Gos017	Gos	Pn-vsiucenci-10000	-	-		-	-	-	-	9	113
Gos017	Gos	Jf-ucen-07113	ženski	10 do 18 let		-	OŠ ali manj	osrednjeslovenska	-	16	249
Gos017	Gos	Cf-ucen-07106	ženski	10 do 18 let		-	OŠ ali manj	osrednjeslovenska	-	11	229
Gos017	Gos	Kf-ucen-07114	ženski	10 do 18 let		-	OŠ ali manj	osrednjeslovenska	-	31	286
Gos017	Gos	Sm-ucen-07122	moški	10 do 18 let		-	OŠ ali manj	osrednjeslovenska	-	22	219
Gos017	Gos	Dm-ucen-07107	moški	10 do 18 let		-	OŠ ali manj	osrednjeslovenska	-	14	126
Gos017	Gos	all	-	-		-	-	-	-	0	0
Gos017	Gos	Om-ucen-07118	moški	10 do 18 let		-	OŠ ali manj	osrednjeslovenska	-	15	124
Gos017	Gos	Bf-ucen-07105	ženski	10 do 18 let		-	OŠ ali manj	osrednjeslovenska	-	8	110
Gos018	Gos	Mf-prof-01097	ženski	30 do 59 let	slovenščina	-	fakulteta ali več	pomurska	-	318	2030
Gos018	Gos	Pn-vsiucenci-10000	-	-		-	-	-	-	94	93
Gos018	Gos	Gm-ucen-01091	moški	10 do 18 let	slovenščina	-	OŠ ali manj	pomurska	-	54	135
Gos018	Gos	Am-ucen-01085	moški	10 do 18 let	slovenščina	-	OŠ ali manj	pomurska	-	104	342
Gos018	Gos	Ff-ucen-01090	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	pomurska	-	38	108
Gos018	Gos	Km-ucen-01095	moški	10 do 18 let	slovenščina	-	OŠ ali manj	pomurska	-	9	9
Gos018	Gos	Df-ucen-01088	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	pomurska	-	9	31
Gos018	Gos	audience	-	-		-	-	-	-	0	0
Gos018	Gos	Bf-ucen-01086	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	pomurska	-	11	40
Gos018	Gos	Jf-ucen-01094	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	pomurska	-	10	33
Gos018	Gos	Cf-ucen-01087	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	pomurska	-	15	46
Gos018	Gos	Lm-ucen-01096	moški	10 do 18 let	slovenščina	-	OŠ ali manj	pomurska	-	31	87
Gos018	Gos	all	-	-		-	-	-	-	0	0
Gos018	Gos	Nm-ucen-01098	moški	10 do 18 let	slovenščina	-	OŠ ali manj	pomurska	-	10	41
Gos018	Gos	Em-ucen-01089	moški	10 do 18 let	slovenščina	-	OŠ ali manj	pomurska	-	5	21
Gos018	Gos	If-ucen-01093	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	pomurska	-	30	93
Gos018	Gos	Hf-ucen-01092	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	pomurska	-	11	50
Gos019	Gos	Sf-prof-07036	ženski	30 do 59 let	slovenščina	-	fakulteta ali več	podravska	-	297	2431
Gos019	Gos	Fm-ucen-07023	moški	10 do 18 let		-	OŠ ali manj	podravska	-	10	83
Gos019	Gos	Gm-ucen-07024	moški	10 do 18 let		-	OŠ ali manj	podravska	-	22	85
Gos019	Gos	Hm-ucen-07025	moški	10 do 18 let		-	OŠ ali manj	podravska	-	30	148
Gos019	Gos	Im-ucen-07026	moški	10 do 18 let		-	OŠ ali manj	podravska	-	23	128
Gos019	Gos	Jm-ucen-07027	moški	10 do 18 let		-	OŠ ali manj	podravska	-	29	180
Gos019	Gos	all	-	-		-	-	-	-	0	0
Gos019	Gos	Km-ucen-07028	moški	10 do 18 let		-	OŠ ali manj	podravska	-	30	183
Gos019	Gos	Df-ucen-07021	ženski	10 do 18 let		-	OŠ ali manj	podravska	-	13	28
Gos019	Gos	Ef-ucen-07022	ženski	10 do 18 let		-	OŠ ali manj	podravska	-	9	24
Gos019	Gos	Lm-ucen-07029	moški	10 do 18 let		-	OŠ ali manj	podravska	-	17	92
Gos019	Gos	Nm-ucen-07031	moški	10 do 18 let		-	OŠ ali manj	podravska	-	19	68
Gos019	Gos	Mm-ucen-07030	moški	10 do 18 let		-	OŠ ali manj	podravska	-	20	104
Gos019	Gos	Pm-ucen-07033	moški	10 do 18 let		-	OŠ ali manj	podravska	-	20	104
Gos019	Gos	Rf-ucen-07035	ženski	10 do 18 let		-	OŠ ali manj	podravska	-	20	89
Gos019	Gos	Om-ucen-07032	moški	10 do 18 let		-	OŠ ali manj	podravska	-	22	116
Gos019	Gos	Cm-ucen-07020	moški	10 do 18 let		-	OŠ ali manj	podravska	-	3	11
Gos019	Gos	audience	-	-		-	-	-	-	0	0
Gos019	Gos	Bm-ucen-07019	moški	10 do 18 let		-	OŠ ali manj	podravska	-	11	93
Gos019	Gos	Qm-ucen-07034	moški	10 do 18 let		-	OŠ ali manj	podravska	-	13	80
Gos019	Gos	Pn-vsiucenci-10000	-	-		-	-	-	-	2	2
Gos019	Gos	Am-ucen-07018	moški	10 do 18 let		-	OŠ ali manj	podravska	-	2	19
Gos020	Gos	Mf-prof-01061	ženski	30 do 59 let	slovenščina	-	fakulteta ali več	koroška, podravska	-	257	4387
Gos020	Gos	Tf-ucen-01068	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	koroška	-	21	98
Gos020	Gos	Jm-ucen-01064	moški	10 do 18 let	slovenščina	-	OŠ ali manj	koroška	-	53	199
Gos020	Gos	Jm-ucen-01063	moški	10 do 18 let	slovenščina	-	OŠ ali manj	koroška	-	11	8
Gos020	Gos	Tf-ucen-01069	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	koroška	-	15	96
Gos020	Gos	Mf-ucen-01066	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	koroška	-	24	79
Gos020	Gos	Nf-nast-01067	ženski	-	slovenščina	-	-	-	-	1	193
Gos020	Gos	Lf-ucen-01065	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	koroška	-	11	36
Gos020	Gos	Pn-vsiucenci-10000	-	-		-	-	-	-	46	40
Gos020	Gos	Lf-ucen-01085	ženski	-	slovenščina	-	-	-	-	2	2
Gos020	Gos	all	-	-		-	-	-	-	0	0
Gos020	Gos	Ef-ucen-01062	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	koroška	-	15	192
Gos020	Gos	Uf-ucen-01070	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	koroška	-	8	89
Gos021	Gos	Sf-prof-01049	ženski	30 do 59 let	slovenščina	-	fakulteta ali več	koroška	-	243	2604
Gos021	Gos	Bm-ucen-01052	moški	10 do 18 let	slovenščina	-	OŠ ali manj	koroška	-	36	111
Gos021	Gos	Mm-ucen-01055	moški	10 do 18 let	slovenščina	-	OŠ ali manj	koroška	-	16	56
Gos021	Gos	Nm-ucen-01058	moški	10 do 18 let	slovenščina	-	OŠ ali manj	koroška	-	12	38
Gos021	Gos	Lf-ucen-01054	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	koroška	-	8	25
Gos021	Gos	Af-ucen-01051	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	koroška	-	15	57
Gos021	Gos	Sf-ucen-01059	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	koroška	-	16	64
Gos021	Gos	Kf-ucen-01053	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	koroška	-	7	28
Gos021	Gos	Pn-vsiucenci-10000	-	-		-	-	-	-	37	55
Gos021	Gos	Nm-ucen-01057	moški	10 do 18 let	slovenščina	-	OŠ ali manj	koroška	-	11	44
Gos021	Gos	Af-ucen-01050	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	koroška	-	1	2
Gos021	Gos	Nf-ucen-01056	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	koroška	-	17	41
Gos021	Gos	Zf-ucen-01060	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	koroška	-	1	10
Gos022	Gos	Um-prof-01624	moški	30 do 59 let	slovenščina	-	fakulteta ali več	podravska, osrednjeslovenska	-	315	3146
Gos022	Gos	Fm-ucen-01627	moški	10 do 18 let	slovenščina	-	OŠ ali manj	podravska	-	62	211
Gos022	Gos	Pf-ucen-01626	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	podravska	-	53	178
Gos022	Gos	Bm-ucen-07195	moški	10 do 18 let	slovenščina	-	OŠ ali manj	podravska	-	20	43
Gos022	Gos	Df-ucen-07197	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	podravska	-	17	54
Gos022	Gos	Af-ucen-07194	ženski	10 do 18 let	slovenščina	-	OŠ ali manj	podravska	-	15	19
Gos022	Gos	Em-ucen-07198	moški	10 do 18 let	slovenščina	-	OŠ ali manj	podravska	-	6	7
Gos022	Gos	Pn-vsiucenci-10000	-	-		-	-	-	-	24	12
Gos022	Gos	audience	-	-		-	-	-	-	0	0
Gos022	Gos	Cm-ucen-07196	moški	10 do 18 let	slovenščina	-	OŠ ali manj	podravska	-	18	36
Gos022	Gos	Vf-prof-01625	ženski	30 do 59 let	slovenščina	-	fakulteta ali več	podravska	-	1	9
Gos022	Gos	Gm-ucen-01628	moški	10 do 18 let	slovenščina	-	OŠ ali manj	podravska	-	8	30
Gos022	Gos	Hm-ucen-07199	moški	10 do 18 let	slovenščina	-	OŠ ali manj	podravska	-	6	16
Gos023	Gos	Am-mode-05517	moški	-	slovenščina	-	-	-	-	48	579
Gos023	Gos	Bm-inte-05518	moški	-	slovenščina	-	-	-	-	1	49
Gos023	Gos	Cf-inte-05519	ženski	-	slovenščina	-	-	-	-	1	54
Gos023	Gos	Dm-inte-05520	moški	-	slovenščina	-	-	-	-	1	59
Gos023	Gos	Ef-inte-05521	ženski	-	slovenščina	-	-	-	-	1	32
Gos023	Gos	Fm-inte-05522	moški	-	slovenščina	-	-	-	-	1	86
Gos023	Gos	Gm-inte-05523	moški	-	slovenščina	-	-	-	-	1	84
Gos023	Gos	Hf-inte-05524	ženski	-	slovenščina	-	-	-	-	2	23
Gos023	Gos	Im-nast-05525	moški	-	slovenščina	-	-	-	-	1	3
Gos023	Gos	Jm-posl-05526	moški	-	slovenščina	-	-	-	-	4	60
Gos023	Gos	Kf-posl-05527	ženski	-	slovenščina	-	-	-	-	6	74
Gos023	Gos	audience	-	-		-	-	-	-	0	0
Gos023	Gos	Lm-posl-05528	moški	-	slovenščina	-	-	-	-	7	93
Gos023	Gos	Mf-posl-05529	ženski	-	slovenščina	-	-	-	-	7	61
Gos023	Gos	Nf-posl-05530	ženski	-	slovenščina	-	-	-	-	11	131
Gos023	Gos	Om-posl-05531	moški	-	slovenščina	-	-	-	-	4	130
